,index,Year,Quarter,Month,DayofMonth,DayOfWeek,FlightDate,Reporting_Airline,DOT_ID_Reporting_Airline,IATA_CODE_Reporting_Airline,Tail_Number,Flight_Number_Reporting_Airline,OriginAirportID,OriginAirportSeqID,OriginCityMarketID,Origin,OriginCityName,OriginState,OriginStateFips,OriginStateName,OriginWac,DestAirportID,DestAirportSeqID,DestCityMarketID,Dest,DestCityName,DestState,DestStateFips,DestStateName,DestWac,CRSDepTime,DepTime,DepDelay,DepDelayMinutes,DepDel15,DepartureDelayGroups,DepTimeBlk,TaxiOut,WheelsOff,WheelsOn,TaxiIn,CRSArrTime,ArrTime,ArrDelay,ArrDelayMinutes,ArrDel15,ArrivalDelayGroups,ArrTimeBlk,Cancelled,CancellationCode,Diverted,CRSElapsedTime,ActualElapsedTime,AirTime,Flights,Distance,DistanceGroup,CarrierDelay,WeatherDelay,NASDelay,SecurityDelay,LateAircraftDelay,FirstDepTime,TotalAddGTime,LongestAddGTime,DivAirportLandings,DivReachedDest,DivActualElapsedTime,DivArrDelay,DivDistance,Div1Airport,Div1AirportID,Div1AirportSeqID,Div1WheelsOn,Div1TotalGTime,Div1LongestGTime,Div1WheelsOff,Div1TailNum,Div2Airport,Div2AirportID,Div2AirportSeqID,Div2WheelsOn,Div2TotalGTime,Div2LongestGTime,Div2WheelsOff,Div2TailNum,Div3Airport,Div3AirportID,Div3AirportSeqID,Div3WheelsOn,Div3TotalGTime,Div3LongestGTime,Div3WheelsOff,Div3TailNum,Div4Airport,Div4AirportID,Div4AirportSeqID,Div4WheelsOn,Div4TotalGTime,Div4LongestGTime,Div4WheelsOff,Div4TailNum,Div5Airport,Div5AirportID,Div5AirportSeqID,Div5WheelsOn,Div5TotalGTime,Div5LongestGTime,Div5WheelsOff,Div5TailNum,Unnamed: 109,MFR MDL CODE,YEAR MFR,NAME,AircraftType,EngineType,AircraftAge,AircraftManufacturer,AircraftModel,S_Hour_departure,S_Hour_arrival,day_of_week,label
527,5507249,2019,4,12,2,1,2019-12-02,9E,20363,9E,N320PQ,5290,12478,1247805,31703,JFK,"New York, NY",NY,36,New York,22,11278,1127805,30852,DCA,"Washington, DC",VA,51,Virginia,38,929,1642.0,73.0,73.0,1.0,4.0,1500-1559,96.0,1818.0,1902.0,2.0,1030,1904.0,114.0,114.0,1.0,7.0,1700-1759,0.0,,0.0,101.0,142.0,44.0,1.0,213.0,1,0.0,0.0,52.0,0.0,62.0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1390016,2014,DELTA AIR LINES INC                               ,5,5.0,5,BOMBARDIER INC                ,CL-600-2D24         ,15,17,0,36
539,5217285,2019,4,12,2,1,2019-12-02,9E,20363,9E,N315PQ,3296,12478,1247805,31703,JFK,"New York, NY",NY,36,New York,22,10721,1072102,30721,BOS,"Boston, MA",MA,25,Massachusetts,13,940,,,,,,1500-1559,,,,,1037,,,,,,1700-1759,1.0,C,0.0,97.0,,,1.0,187.0,1,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1390016,2014,DELTA AIR LINES INC                               ,5,5.0,5,BOMBARDIER INC                ,CL-600-2D24         ,15,17,0,37
566,5221372,2019,4,12,2,1,2019-12-02,9E,20363,9E,N902XJ,5184,12478,1247805,31703,JFK,"New York, NY",NY,36,New York,22,12339,1233904,32337,IND,"Indianapolis, IN",IN,18,Indiana,42,965,1742.0,97.0,97.0,1.0,6.0,1600-1659,43.0,1825.0,1953.0,5.0,1114,1958.0,84.0,84.0,1.0,5.0,1800-1859,0.0,,0.0,149.0,136.0,88.0,1.0,665.0,3,0.0,0.0,4.0,0.0,80.0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1390016,2007,DELTA AIR LINES INC                               ,5,5.0,12,BOMBARDIER INC                ,CL-600-2D24         ,16,18,0,38
583,5218633,2019,4,12,2,1,2019-12-02,9E,20363,9E,N907XJ,5095,12478,1247805,31703,JFK,"New York, NY",NY,36,New York,22,10792,1079206,30792,BUF,"Buffalo, NY",NY,36,New York,22,997,,,,,,1600-1659,,,,,1101,,,,,,1800-1859,1.0,B,0.0,104.0,,,1.0,301.0,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1390016,2007,DELTA AIR LINES INC                               ,5,5.0,12,BOMBARDIER INC                ,CL-600-2D24         ,16,18,0,39
589,5217564,2019,4,12,2,1,2019-12-02,9E,20363,9E,N800AY,3396,12478,1247805,31703,JFK,"New York, NY",NY,36,New York,22,14321,1432105,34321,PWM,"Portland, ME",ME,23,Maine,12,1008,1647.0,-1.0,0.0,0.0,-1.0,1600-1659,82.0,1809.0,1901.0,5.0,1093,1906.0,53.0,53.0,1.0,3.0,1800-1859,0.0,,0.0,85.0,139.0,52.0,1.0,273.0,2,0.0,0.0,53.0,0.0,0.0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1390008,2004,DELTA AIR LINES INC                               ,5,5.0,15,BOMBARDIER INC                ,CL-600-2B19         ,16,18,0,40
598,5352573,2019,4,12,2,1,2019-12-02,9E,20363,9E,N695CA,3463,12478,1247805,31703,JFK,"New York, NY",NY,36,New York,22,15096,1509602,35096,SYR,"Syracuse, NY",NY,36,New York,22,1019,,,,,,1600-1659,,,,,1109,,,,,,1800-1859,1.0,B,0.0,90.0,,,1.0,209.0,1,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1390016,2006,DELTA AIR LINES INC                               ,5,5.0,13,BOMBARDIER INC                ,CL-600-2D24         ,16,18,0,41
605,5667076,2019,4,12,2,1,2019-12-02,9E,20363,9E,N309PQ,5051,12478,1247805,31703,JFK,"New York, NY",NY,36,New York,22,14576,1457606,34576,ROC,"Rochester, NY",NY,36,New York,22,1022,1746.0,44.0,44.0,1.0,2.0,1700-1759,75.0,1901.0,1949.0,5.0,1118,1954.0,76.0,76.0,1.0,5.0,1800-1859,0.0,,0.0,96.0,128.0,48.0,1.0,264.0,2,0.0,0.0,41.0,0.0,35.0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1390016,2014,DELTA AIR LINES INC                               ,5,5.0,5,BOMBARDIER INC                ,CL-600-2D24         ,17,18,0,42
624,5666632,2019,4,12,2,1,2019-12-02,9E,20363,9E,N935XJ,5037,12478,1247805,31703,JFK,"New York, NY",NY,36,New York,22,11433,1143302,31295,DTW,"Detroit, MI",MI,26,Michigan,43,1040,,,,,,1700-1759,,,,,1177,,,,,,1900-1959,1.0,B,0.0,137.0,,,1.0,509.0,3,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1390016,2008,DELTA AIR LINES INC                               ,5,5.0,11,BOMBARDIER INC                ,CL-600-2D24         ,17,19,0,43
636,5506516,2019,4,12,2,1,2019-12-02,9E,20363,9E,N924EV,5269,12478,1247805,31703,JFK,"New York, NY",NY,36,New York,22,10821,1082106,30852,BWI,"Baltimore, MD",MD,24,Maryland,35,1055,,,,,,1700-1759,,,,,1136,,,,,,1800-1859,1.0,B,0.0,81.0,,,1.0,184.0,1,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1390008,2003,DELTA AIR LINES INC                               ,5,5.0,16,BOMBARDIER INC                ,CL-600-2B19         ,17,18,0,44
647,5217299,2019,4,12,2,1,2019-12-02,9E,20363,9E,N913XJ,3300,12478,1247805,31703,JFK,"New York, NY",NY,36,New York,22,12264,1226402,30852,IAD,"Washington, DC",VA,51,Virginia,38,1060,,,,,,1700-1759,,,,,1147,,,,,,1900-1959,1.0,B,0.0,87.0,,,1.0,228.0,1,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1390016,2007,DELTA AIR LINES INC                               ,5,5.0,12,BOMBARDIER INC                ,CL-600-2D24         ,17,19,0,45
652,5506273,2019,4,12,2,1,2019-12-02,9E,20363,9E,N297PQ,5261,12478,1247805,31703,JFK,"New York, NY",NY,36,New York,22,14492,1449202,34492,RDU,"Raleigh/Durham, NC",NC,37,North Carolina,36,1065,,,,,,1700-1759,,,,,1181,,,,,,1900-1959,1.0,B,0.0,116.0,,,1.0,427.0,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1390016,2013,DELTA AIR LINES INC                               ,5,5.0,6,BOMBARDIER INC                ,CL-600-2D24         ,17,19,0,46
666,5352565,2019,4,12,2,1,2019-12-02,9E,20363,9E,N298PQ,3459,14685,1468502,34685,SAV,"Savannah, GA",GA,13,Georgia,34,12478,1247805,31703,JFK,"New York, NY",NY,36,New York,22,1074,2000.0,126.0,126.0,1.0,8.0,1700-1759,45.0,2045.0,2226.0,109.0,1215,15.0,240.0,240.0,1.0,12.0,2000-2059,0.0,,0.0,141.0,255.0,101.0,1.0,718.0,3,0.0,0.0,114.0,0.0,126.0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1390016,2013,DELTA AIR LINES INC                               ,5,5.0,6,BOMBARDIER INC                ,CL-600-2D24         ,17,20,0,47
681,5509320,2019,4,12,2,1,2019-12-02,9E,20363,9E,N310PQ,5350,12478,1247805,31703,JFK,"New York, NY",NY,36,New York,22,12339,1233904,32337,IND,"Indianapolis, IN",IN,18,Indiana,42,1095,,,,,,1800-1859,,,,,1242,,,,,,2000-2059,1.0,B,0.0,147.0,,,1.0,665.0,3,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1390016,2014,DELTA AIR LINES INC                               ,5,5.0,5,BOMBARDIER INC                ,CL-600-2D24         ,18,20,0,48
706,5352618,2019,4,12,2,1,2019-12-02,9E,20363,9E,N315PQ,3479,12478,1247805,31703,JFK,"New York, NY",NY,36,New York,22,11193,1119302,33105,CVG,"Cincinnati, OH",KY,21,Kentucky,52,1135,1904.0,9.0,9.0,0.0,0.0,1800-1859,50.0,1954.0,2116.0,4.0,1275,2120.0,5.0,5.0,0.0,0.0,2100-2159,0.0,,0.0,140.0,136.0,82.0,1.0,589.0,3,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1390016,2014,DELTA AIR LINES INC                               ,5,5.0,5,BOMBARDIER INC                ,CL-600-2D24         ,18,21,0,49
734,5220316,2019,4,12,2,1,2019-12-02,9E,20363,9E,N600LR,5149,12478,1247805,31703,JFK,"New York, NY",NY,36,New York,22,11042,1104205,30647,CLE,"Cleveland, OH",OH,39,Ohio,44,1169,,,,,,1900-1959,,,,,1294,,,,,,2100-2159,1.0,B,0.0,125.0,,,1.0,425.0,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1390016,2007,DELTA AIR LINES INC                               ,5,5.0,12,BOMBARDIER INC                ,CL-600-2D24         ,19,21,0,50
755,5218819,2019,4,12,2,1,2019-12-02,9E,20363,9E,N304PQ,5100,12478,1247805,31703,JFK,"New York, NY",NY,36,New York,22,12451,1245102,31136,JAX,"Jacksonville, FL",FL,12,Florida,33,1199,,,,,,1900-1959,,,,,1370,,,,,,2200-2259,1.0,B,0.0,171.0,,,1.0,828.0,4,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1390016,2014,DELTA AIR LINES INC                               ,5,5.0,5,BOMBARDIER INC                ,CL-600-2D24         ,19,22,0,51
764,5352512,2019,4,12,2,1,2019-12-02,9E,20363,9E,N320PQ,3436,12478,1247805,31703,JFK,"New York, NY",NY,36,New York,22,14524,1452401,34524,RIC,"Richmond, VA",VA,51,Virginia,38,1210,2358.0,228.0,228.0,1.0,12.0,2000-2059,57.0,55.0,142.0,5.0,1327,147.0,220.0,220.0,1.0,12.0,2200-2259,0.0,,0.0,117.0,109.0,47.0,1.0,288.0,2,0.0,0.0,18.0,0.0,202.0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1390016,2014,DELTA AIR LINES INC                               ,5,5.0,5,BOMBARDIER INC                ,CL-600-2D24         ,20,22,0,52
787,5352622,2019,4,12,2,1,2019-12-02,9E,20363,9E,N298PQ,3481,12478,1247805,31703,JFK,"New York, NY",NY,36,New York,22,14492,1449202,34492,RDU,"Raleigh/Durham, NC",NC,37,North Carolina,36,1255,135.0,280.0,280.0,1.0,12.0,2000-2059,,,,,1379,,,,,,2200-2259,1.0,C,0.0,124.0,,,1.0,427.0,2,,,,,,135.0,125.0,125.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1390016,2013,DELTA AIR LINES INC                               ,5,5.0,6,BOMBARDIER INC                ,CL-600-2D24         ,20,22,0,53
789,5352506,2019,4,12,2,1,2019-12-02,9E,20363,9E,N8839E,3434,12478,1247805,31703,JFK,"New York, NY",NY,36,New York,22,10821,1082106,30852,BWI,"Baltimore, MD",MD,24,Maryland,35,1259,2159.0,60.0,60.0,1.0,4.0,2000-2059,178.0,57.0,136.0,5.0,1341,141.0,200.0,200.0,1.0,12.0,2200-2259,0.0,,0.0,82.0,222.0,39.0,1.0,184.0,1,0.0,0.0,173.0,0.0,27.0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1390008,2003,DELTA AIR LINES INC                               ,5,5.0,16,BOMBARDIER INC                ,CL-600-2B19         ,20,22,0,54
796,5217382,2019,4,12,2,1,2019-12-02,9E,20363,9E,N310PQ,3332,12478,1247805,31703,JFK,"New York, NY",NY,36,New York,22,14122,1412202,30198,PIT,"Pittsburgh, PA",PA,42,Pennsylvania,23,1275,2129.0,14.0,14.0,0.0,0.0,2100-2159,142.0,2351.0,47.0,6.0,1391,53.0,102.0,102.0,1.0,6.0,2300-2359,0.0,,0.0,116.0,204.0,56.0,1.0,340.0,2,14.0,0.0,88.0,0.0,0.0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1390016,2014,DELTA AIR LINES INC                               ,5,5.0,5,BOMBARDIER INC                ,CL-600-2D24         ,21,23,0,55
799,5222606,2019,4,12,2,1,2019-12-02,9E,20363,9E,N832AY,5222,12478,1247805,31703,JFK,"New York, NY",NY,36,New York,22,13931,1393102,33667,ORF,"Norfolk, VA",VA,51,Virginia,38,1279,,,,,,2100-2159,,,,,1376,,,,,,2200-2259,1.0,C,0.0,97.0,,,1.0,290.0,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1390008,2005,WELLS FARGO TRUST CO NA TRUSTEE                   ,5,5.0,14,BOMBARDIER INC                ,CL-600-2B19         ,21,22,0,56
804,5508900,2019,4,12,2,1,2019-12-02,9E,20363,9E,N309PQ,5338,12478,1247805,31703,JFK,"New York, NY",NY,36,New York,22,10721,1072102,30721,BOS,"Boston, MA",MA,25,Massachusetts,13,1289,,,,,,2100-2159,,,,,1379,,,,,,2200-2259,1.0,B,0.0,90.0,,,1.0,187.0,1,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1390016,2014,DELTA AIR LINES INC                               ,5,5.0,5,BOMBARDIER INC                ,CL-600-2D24         ,21,22,0,57
805,5217434,2019,4,12,2,1,2019-12-02,9E,20363,9E,N800AY,3351,12478,1247805,31703,JFK,"New York, NY",NY,36,New York,22,12264,1226402,30852,IAD,"Washington, DC",VA,51,Virginia,38,1289,118.0,229.0,229.0,1.0,12.0,2100-2159,,,,,1376,,,,,,2200-2259,1.0,C,0.0,87.0,,,1.0,228.0,1,,,,,,118.0,138.0,138.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1390008,2004,DELTA AIR LINES INC                               ,5,5.0,15,BOMBARDIER INC                ,CL-600-2B19         ,21,22,0,58
816,5352581,2019,4,12,2,1,2019-12-02,9E,20363,9E,N8980A,3466,12478,1247805,31703,JFK,"New York, NY",NY,36,New York,22,10785,1078502,30785,BTV,"Burlington, VT",VT,50,Vermont,16,1320,,,,,,2200-2259,,,,,1403,,,,,,2300-2359,1.0,C,0.0,83.0,,,1.0,266.0,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1390008,2004,WELLS FARGO TRUST CO NA TRUSTEE                   ,5,5.0,15,BOMBARDIER INC                ,CL-600-2B19         ,22,23,0,59
817,5668004,2019,4,12,2,1,2019-12-02,9E,20363,9E,N695CA,5251,12478,1247805,31703,JFK,"New York, NY",NY,36,New York,22,15096,1509602,35096,SYR,"Syracuse, NY",NY,36,New York,22,1320,2212.0,12.0,12.0,0.0,0.0,2200-2259,116.0,8.0,48.0,20.0,1403,108.0,105.0,105.0,1.0,7.0,2300-2359,0.0,,0.0,83.0,176.0,40.0,1.0,209.0,1,0.0,12.0,93.0,0.0,0.0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1390016,2006,DELTA AIR LINES INC                               ,5,5.0,13,BOMBARDIER INC                ,CL-600-2D24         ,22,23,0,60
818,5217344,2019,4,12,2,1,2019-12-02,9E,20363,9E,N913XJ,3316,12478,1247805,31703,JFK,"New York, NY",NY,36,New York,22,14576,1457606,34576,ROC,"Rochester, NY",NY,36,New York,22,1320,2220.0,20.0,20.0,1.0,1.0,2200-2259,124.0,24.0,112.0,7.0,1414,119.0,105.0,105.0,1.0,7.0,2300-2359,0.0,,0.0,94.0,179.0,48.0,1.0,264.0,2,20.0,0.0,85.0,0.0,0.0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1390016,2007,DELTA AIR LINES INC                               ,5,5.0,12,BOMBARDIER INC                ,CL-600-2D24         ,22,23,0,61
819,5352477,2019,4,12,2,1,2019-12-02,9E,20363,9E,N336PQ,3422,12478,1247805,31703,JFK,"New York, NY",NY,36,New York,22,14321,1432105,34321,PWM,"Portland, ME",ME,23,Maine,12,1340,26.0,126.0,126.0,1.0,8.0,2200-2259,112.0,218.0,313.0,5.0,1423,318.0,215.0,215.0,1.0,12.0,2300-2359,0.0,,0.0,83.0,172.0,55.0,1.0,273.0,2,0.0,0.0,165.0,0.0,50.0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1390016,2014,DELTA AIR LINES INC                               ,5,5.0,5,BOMBARDIER INC                ,CL-600-2D24         ,22,23,0,62
841,5220271,2019,4,12,3,2,2019-12-03,9E,20363,9E,N695CA,5147,15096,1509602,35096,SYR,"Syracuse, NY",NY,36,New York,22,12478,1247805,31703,JFK,"New York, NY",NY,36,New York,22,1785,1008.0,263.0,263.0,1.0,12.0,0001-0559,28.0,1036.0,1121.0,6.0,1885,1127.0,242.0,242.0,1.0,12.0,0700-0759,0.0,,0.0,100.0,79.0,45.0,1.0,209.0,1,242.0,0.0,0.0,0.0,0.0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1390016,2006,DELTA AIR LINES INC                               ,5,5.0,13,BOMBARDIER INC                ,CL-600-2D24         ,5,7,1,63
873,5219261,2019,4,12,3,2,2019-12-03,9E,20363,9E,N800AY,5115,12264,1226402,30852,IAD,"Washington, DC",VA,51,Virginia,38,12478,1247805,31703,JFK,"New York, NY",NY,36,New York,22,1800,,,,,,0600-0659,,,,,1889,,,,,,0700-0759,1.0,C,0.0,89.0,,,1.0,228.0,1,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1390008,2004,DELTA AIR LINES INC                               ,5,5.0,15,BOMBARDIER INC                ,CL-600-2B19         ,6,7,1,64
877,5217897,2019,4,12,3,2,2019-12-03,9E,20363,9E,N8839E,5073,10821,1082106,30852,BWI,"Baltimore, MD",MD,24,Maryland,35,12478,1247805,31703,JFK,"New York, NY",NY,36,New York,22,1800,559.0,-1.0,0.0,0.0,-1.0,0600-0659,14.0,613.0,655.0,51.0,1884,746.0,22.0,22.0,1.0,1.0,0700-0759,0.0,,0.0,84.0,107.0,42.0,1.0,184.0,1,0.0,0.0,22.0,0.0,0.0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1390008,2003,DELTA AIR LINES INC                               ,5,5.0,16,BOMBARDIER INC                ,CL-600-2B19         ,6,7,1,65
917,5220255,2019,4,12,3,2,2019-12-03,9E,20363,9E,N176PQ,5146,14492,1449202,34492,RDU,"Raleigh/Durham, NC",NC,37,North Carolina,36,12953,1295304,31703,LGA,"New York, NY",NY,36,New York,22,1860,657.0,-3.0,0.0,0.0,-1.0,0700-0759,39.0,736.0,850.0,8.0,1972,858.0,6.0,6.0,0.0,0.0,0800-0859,0.0,,0.0,112.0,121.0,74.0,1.0,431.0,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1390016,2008,DELTA AIR LINES INC                               ,5,5.0,11,BOMBARDIER INC                ,CL-600-2D24         ,7,8,1,66
928,5506360,2019,4,12,3,2,2019-12-03,9E,20363,9E,N298PQ,5264,14492,1449202,34492,RDU,"Raleigh/Durham, NC",NC,37,North Carolina,36,12478,1247805,31703,JFK,"New York, NY",NY,36,New York,22,1868,,,,,,0700-0759,,,,,1980,,,,,,0900-0959,1.0,C,0.0,112.0,,,1.0,427.0,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1390016,2013,DELTA AIR LINES INC                               ,5,5.0,6,BOMBARDIER INC                ,CL-600-2D24         ,7,9,1,67
936,5222647,2019,4,12,3,2,2019-12-03,9E,20363,9E,N309PQ,5224,12478,1247805,31703,JFK,"New York, NY",NY,36,New York,22,14122,1412202,30198,PIT,"Pittsburgh, PA",PA,42,Pennsylvania,23,1880,715.0,-5.0,0.0,0.0,-1.0,0700-0759,54.0,809.0,909.0,10.0,1994,919.0,5.0,5.0,0.0,0.0,0900-0959,0.0,,0.0,114.0,124.0,60.0,1.0,340.0,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1390016,2014,DELTA AIR LINES INC                               ,5,5.0,5,BOMBARDIER INC                ,CL-600-2D24         ,7,9,1,68
937,5665692,2019,4,12,3,2,2019-12-03,9E,20363,9E,N678CA,5500,14122,1412202,30198,PIT,"Pittsburgh, PA",PA,42,Pennsylvania,23,12953,1295304,31703,LGA,"New York, NY",NY,36,New York,22,1885,725.0,0.0,0.0,0.0,0.0,0700-0759,37.0,802.0,906.0,7.0,1979,913.0,14.0,14.0,0.0,0.0,0800-0859,0.0,,0.0,94.0,108.0,64.0,1.0,335.0,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1390016,2007,DELTA AIR LINES INC                               ,5,5.0,12,BOMBARDIER INC                ,CL-600-2D24         ,7,8,1,69
945,5665126,2019,4,12,3,2,2019-12-03,9E,20363,9E,N294PQ,5455,10721,1072102,30721,BOS,"Boston, MA",MA,25,Massachusetts,13,11193,1119302,33105,CVG,"Cincinnati, OH",KY,21,Kentucky,52,1895,,,,,,0700-0759,,,,,2063,,,,,,1000-1059,1.0,B,0.0,168.0,,,1.0,752.0,4,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1390016,2013,DELTA AIR LINES INC                               ,5,5.0,6,BOMBARDIER INC                ,CL-600-2D24         ,7,10,1,70
952,5663375,2019,4,12,3,2,2019-12-03,9E,20363,9E,N909XJ,5400,12339,1233904,32337,IND,"Indianapolis, IN",IN,18,Indiana,42,11433,1143302,31295,DTW,"Detroit, MI",MI,26,Michigan,43,1915,843.0,48.0,48.0,1.0,3.0,0700-0759,13.0,856.0,938.0,12.0,1997,950.0,33.0,33.0,1.0,2.0,0900-0959,0.0,,0.0,82.0,67.0,42.0,1.0,231.0,1,33.0,0.0,0.0,0.0,0.0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1390016,2007,DELTA AIR LINES INC                               ,5,5.0,12,BOMBARDIER INC                ,CL-600-2D24         ,7,9,1,71
960,5506427,2019,4,12,3,2,2019-12-03,9E,20363,9E,N228PQ,5266,12478,1247805,31703,JFK,"New York, NY",NY,36,New York,22,14492,1449202,34492,RDU,"Raleigh/Durham, NC",NC,37,North Carolina,36,1930,852.0,42.0,42.0,1.0,2.0,0800-0859,58.0,950.0,1056.0,3.0,2048,1059.0,51.0,51.0,1.0,3.0,1000-1059,0.0,,0.0,118.0,127.0,66.0,1.0,427.0,2,0.0,33.0,9.0,0.0,9.0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1390016,2009,DELTA AIR LINES INC                               ,5,5.0,10,BOMBARDIER INC                ,CL-600-2D24         ,8,10,1,72
975,5663955,2019,4,12,3,2,2019-12-03,9E,20363,9E,N907XJ,5419,10721,1072102,30721,BOS,"Boston, MA",MA,25,Massachusetts,13,12478,1247805,31703,JFK,"New York, NY",NY,36,New York,22,1944,910.0,46.0,46.0,1.0,3.0,0800-0859,81.0,1031.0,1139.0,31.0,2035,1210.0,135.0,135.0,1.0,9.0,0900-0959,0.0,,0.0,91.0,180.0,68.0,1.0,187.0,1,0.0,46.0,89.0,0.0,0.0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1390016,2007,DELTA AIR LINES INC                               ,5,5.0,12,BOMBARDIER INC                ,CL-600-2D24         ,8,9,1,73
977,5219529,2019,4,12,3,2,2019-12-03,9E,20363,9E,N147PQ,5122,11433,1143302,31295,DTW,"Detroit, MI",MI,26,Michigan,43,11193,1119302,33105,CVG,"Cincinnati, OH",KY,21,Kentucky,52,1947,821.0,-6.0,0.0,0.0,-1.0,0800-0859,46.0,907.0,948.0,4.0,2035,952.0,-3.0,0.0,0.0,-1.0,0900-0959,0.0,,0.0,88.0,91.0,41.0,1.0,229.0,1,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1390016,2007,DELTA AIR LINES INC                               ,5,5.0,12,BOMBARDIER INC                ,CL-600-2D24         ,8,9,1,74
991,5666251,2019,4,12,3,2,2019-12-03,9E,20363,9E,N800AY,5023,12478,1247805,31703,JFK,"New York, NY",NY,36,New York,22,10821,1082106,30852,BWI,"Baltimore, MD",MD,24,Maryland,35,1965,945.0,60.0,60.0,1.0,4.0,0800-0859,84.0,1109.0,1144.0,6.0,2048,1150.0,102.0,102.0,1.0,6.0,1000-1059,0.0,,0.0,83.0,125.0,35.0,1.0,184.0,1,0.0,60.0,42.0,0.0,0.0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1390008,2004,DELTA AIR LINES INC                               ,5,5.0,15,BOMBARDIER INC                ,CL-600-2B19         ,8,10,1,75
